orf_name,hours,n,normalized_cs,q_cs,effect_cs,exp_id,exp_environment
YDR505C,35,4,0.465484,0.00151,decreased,91,"N++,C+"
YDR505C,58,4,0.603428,0.001182,decreased,93,"N-,C++"
YDR506C,34,2,0.969464,0.010935,unchanged,28,"N+, C+"
YDR506C,34,2,0.981413,0.016424,unchanged,31,"N+, C++"
YDR506C,34,2,0.997702,0.070391,unchanged,33,"N++,C++"
YDR506C,35,2,0.933434,0.075954,unchanged,91,"N++,C+"
YDR506C,58,2,0.975804,0.021427,unchanged,93,"N-,C++"
YDR511W,34,4,0.812317,0.000755,decreased,28,"N+, C+"
YDR511W,34,4,0.848536,0.000892,decreased,31,"N+, C++"
YDR511W,34,4,0.944908,0.009752,decreased,33,"N++,C++"
YDR511W,35,4,0.706396,0.00151,decreased,91,"N++,C+"
YDR511W,58,4,0.859169,0.001182,decreased,93,"N-,C++"
YDR513W,34,4,1.036894,0.183698,unchanged,28,"N+, C+"
YDR513W,34,4,1.02086,0.165416,unchanged,31,"N+, C++"
YDR513W,34,4,0.985893,0.027007,unchanged,33,"N++,C++"
YDR513W,35,4,0.971145,0.00413,decreased,91,"N++,C+"
YDR513W,58,4,0.967612,0.001857,decreased,93,"N-,C++"
YDR514C,34,4,0.791249,0.000755,decreased,28,"N+, C+"
YDR514C,34,4,0.892594,0.000892,decreased,31,"N+, C++"
YDR514C,34,4,0.85493,0.001045,decreased,33,"N++,C++"
YDR514C,35,4,0.692698,0.00151,decreased,91,"N++,C+"
YDR514C,58,4,0.794774,0.001182,decreased,93,"N-,C++"
YDR515W,34,4,0.79166,0.000755,decreased,28,"N+, C+"
YDR515W,34,4,0.913916,0.000892,decreased,31,"N+, C++"
YDR515W,34,4,0.880356,0.001045,decreased,33,"N++,C++"
YDR515W,35,4,0.835298,0.00151,decreased,91,"N++,C+"
YDR515W,58,4,0.846485,0.001182,decreased,93,"N-,C++"
YDR517W,34,2,0.970832,0.012157,unchanged,28,"N+, C+"
YDR517W,34,2,1.012085,0.16677,unchanged,31,"N+, C++"
YDR517W,34,2,1.048789,0.120841,unchanged,33,"N++,C++"
YDR517W,35,2,0.96147,0.03226,unchanged,91,"N++,C+"
YDR517W,58,2,0.99913,0.128729,unchanged,93,"N-,C++"
YDR518W,34,4,0.970019,0.001141,decreased,28,"N+, C+"
YDR518W,34,4,0.969132,0.001435,decreased,31,"N+, C++"
YDR518W,34,4,0.981036,0.022217,unchanged,33,"N++,C++"
YDR518W,35,4,1.003748,0.156292,unchanged,91,"N++,C+"
YDR518W,58,4,0.967986,0.007151,decreased,93,"N-,C++"
YDR519W,34,4,0.994892,0.016356,unchanged,28,"N+, C+"
YDR519W,34,4,0.997578,0.026472,unchanged,31,"N+, C++"
YDR519W,34,4,0.999685,0.0813,unchanged,33,"N++,C++"
YDR519W,35,4,0.968698,0.004462,decreased,91,"N++,C+"
YDR519W,58,4,0.990336,0.074052,unchanged,93,"N-,C++"
YDR522C,34,4,0.96646,0.001019,decreased,28,"N+, C+"
YDR522C,34,4,0.991839,0.008204,unchanged,31,"N+, C++"
YDR522C,34,4,0.969573,0.001698,decreased,33,"N++,C++"
YDR522C,35,4,0.991176,0.016824,unchanged,91,"N++,C+"
YDR522C,58,4,0.984386,0.013276,unchanged,93,"N-,C++"
YDR523C,34,4,0.960689,0.004639,decreased,28,"N+, C+"
YDR523C,34,4,0.964724,0.002986,decreased,31,"N+, C++"
YDR523C,34,4,0.986641,0.004716,unchanged,33,"N++,C++"
YDR523C,35,4,0.995614,0.073212,unchanged,91,"N++,C+"
YDR523C,58,4,0.957877,0.001854,decreased,93,"N-,C++"
YDR524C,34,4,1.111432,0.001459,increased,28,"N+, C+"
YDR524C,34,4,1.102653,0.003794,increased,31,"N+, C++"
YDR524C,34,4,1.112796,0.002648,increased,33,"N++,C++"
YDR524C,35,4,1.08266,0.005136,unchanged,91,"N++,C+"
YDR524C,58,4,1.041338,0.10907,unchanged,93,"N-,C++"
YDR524C-B,34,4,1.04632,0.051109,unchanged,28,"N+, C+"
YDR524C-B,34,4,1.004227,0.056843,unchanged,31,"N+, C++"
YDR524C-B,34,4,1.03428,0.083433,unchanged,33,"N++,C++"
YDR524C-B,35,4,1.017523,0.326207,unchanged,91,"N++,C+"
YDR524C-B,58,4,1.037829,0.095161,unchanged,93,"N-,C++"
YDR524W-C,34,10,0.940203,5.00E-05,decreased,28,"N+, C+"
YDR524W-C,34,10,0.936696,0,decreased,31,"N+, C++"
YDR524W-C,34,10,0.970488,0.001045,decreased,33,"N++,C++"
YDR524W-C,35,10,0.966656,0.00151,decreased,91,"N++,C+"
YDR524W-C,58,10,0.972032,0.001182,unchanged,93,"N-,C++"
YDR525W,34,4,1.056709,0.013932,unchanged,28,"N+, C+"
YDR525W,34,4,1.044246,0.062906,unchanged,31,"N+, C++"
YDR525W,34,4,1.02666,0.213737,unchanged,33,"N++,C++"
YDR525W,35,4,1.063642,0.012596,unchanged,91,"N++,C+"
YDR525W,58,4,1.083454,0.002297,unchanged,93,"N-,C++"
YDR525W-A,34,4,0.948251,0.000755,decreased,28,"N+, C+"
YDR525W-A,34,4,0.949184,0.001012,decreased,31,"N+, C++"
YDR525W-A,34,4,0.971599,0.00824,decreased,33,"N++,C++"
YDR525W-A,35,4,1.013424,0.286002,unchanged,91,"N++,C+"
YDR525W-A,58,4,1.016793,0.299164,unchanged,93,"N-,C++"
YDR527W,34,4,0.884628,0.000755,decreased,28,"N+, C+"
YDR527W,34,4,0.894059,0.001077,decreased,31,"N+, C++"
YDR527W,34,4,0.89256,0.001045,decreased,33,"N++,C++"
YDR527W,35,4,0.952354,0.004907,decreased,91,"N++,C+"
YDR527W,58,4,0.889099,0.001182,decreased,93,"N-,C++"
YDR528W,34,4,0.792641,0.000755,decreased,28,"N+, C+"
YDR528W,34,4,0.808266,0.000892,decreased,31,"N+, C++"
YDR528W,34,4,0.78045,0.001045,decreased,33,"N++,C++"
YDR528W,35,4,0.830452,0.00151,decreased,91,"N++,C+"
YDR528W,58,4,0.864888,0.001182,decreased,93,"N-,C++"
YDR529C,34,4,1.101975,0.001175,increased,28,"N+, C+"
YDR529C,34,4,1.044928,0.04116,unchanged,31,"N+, C++"
YDR529C,34,4,1.055413,0.061091,unchanged,33,"N++,C++"
YDR529C,35,4,1.034377,0.086665,unchanged,91,"N++,C+"
YDR529C,58,4,1.068027,0.004446,unchanged,93,"N-,C++"
YDR530C,34,4,0.979649,0.002934,unchanged,28,"N+, C+"
YDR530C,34,4,0.98927,0.007986,unchanged,31,"N+, C++"
YDR530C,34,4,0.992784,0.014988,unchanged,33,"N++,C++"
YDR530C,35,4,0.99636,0.102718,unchanged,91,"N++,C+"
YDR530C,58,4,1.027948,0.192009,unchanged,93,"N-,C++"
YDR531W,34,4,1.001141,0.049869,unchanged,28,"N+, C+"
YDR531W,34,4,0.982263,0.00335,unchanged,31,"N+, C++"
YDR531W,34,4,0.991216,0.019534,unchanged,33,"N++,C++"
YDR531W,35,4,1.065224,0.09765,unchanged,91,"N++,C+"
YDR531W,58,4,1.07841,0.027644,unchanged,93,"N-,C++"
YDR532C,34,2,1.002095,0.111131,unchanged,28,"N+, C+"
YDR532C,34,2,1.020763,0.243859,unchanged,31,"N+, C++"
YDR532C,34,2,1.008957,0.163373,unchanged,33,"N++,C++"
YDR532C,35,2,0.986948,0.042427,unchanged,91,"N++,C+"
YDR532C,58,2,0.998938,0.11908,unchanged,93,"N-,C++"
YDR533C,34,4,0.998226,0.044479,unchanged,28,"N+, C+"
YDR533C,34,4,1.011038,0.145288,unchanged,31,"N+, C++"
YDR533C,34,4,1.015579,0.264447,unchanged,33,"N++,C++"
YDR533C,35,4,1.002356,0.1279,unchanged,91,"N++,C+"
YDR533C,58,4,1.045261,0.025085,unchanged,93,"N-,C++"
YDR534C,34,4,0.921577,0.000755,decreased,28,"N+, C+"
YDR534C,34,4,0.939709,0.000896,decreased,31,"N+, C++"
YDR534C,34,4,0.890485,0.001045,decreased,33,"N++,C++"
YDR534C,35,4,0.959863,0.004479,decreased,91,"N++,C+"
YDR534C,58,4,0.979743,0.004132,unchanged,93,"N-,C++"
YDR536W,34,4,0.886699,0.000755,decreased,28,"N+, C+"
YDR536W,34,4,0.902613,0.000892,decreased,31,"N+, C++"
YDR536W,34,4,0.891972,0.001045,decreased,33,"N++,C++"
YDR536W,35,4,0.932176,0.00151,decreased,91,"N++,C+"
YDR536W,58,4,0.956344,0.034967,unchanged,93,"N-,C++"
YDR538W,34,4,0.977672,0.013768,unchanged,28,"N+, C+"
YDR538W,34,4,1.009123,0.093066,unchanged,31,"N+, C++"
YDR538W,34,4,0.970879,0.003227,decreased,33,"N++,C++"
YDR538W,35,4,0.960198,0.002455,decreased,91,"N++,C+"
YDR538W,58,4,0.961213,0.002158,decreased,93,"N-,C++"
YDR539W,34,4,1.05269,0.072753,unchanged,28,"N+, C+"
YDR539W,34,4,1.049709,0.145396,unchanged,31,"N+, C++"
YDR539W,34,4,1.012215,0.21833,unchanged,33,"N++,C++"
YDR539W,35,4,1.027339,0.319484,unchanged,91,"N++,C+"
YDR539W,58,4,1.035194,0.218449,unchanged,93,"N-,C++"
YDR540C,34,2,1.018617,0.226319,unchanged,28,"N+, C+"
YDR540C,34,2,1.036922,0.190187,unchanged,31,"N+, C++"
YDR540C,34,2,1.038144,0.163556,unchanged,33,"N++,C++"
YDR540C,35,2,0.974936,0.199155,unchanged,91,"N++,C+"
YDR540C,58,2,0.967499,0.064511,unchanged,93,"N-,C++"
YDR541C,34,4,0.936426,0.000755,decreased,28,"N+, C+"
YDR541C,34,4,0.96069,0.001269,decreased,31,"N+, C++"
YDR541C,34,4,0.958578,0.008644,decreased,33,"N++,C++"
YDR541C,35,4,0.977821,0.00402,unchanged,91,"N++,C+"
YDR541C,58,4,0.917142,0.001182,decreased,93,"N-,C++"
YEL001C,34,4,0.994394,0.065827,unchanged,28,"N+, C+"
YEL001C,34,4,1.00494,0.057034,unchanged,31,"N+, C++"
YEL001C,34,4,0.99794,0.044025,unchanged,33,"N++,C++"
YEL001C,35,4,0.983641,0.01612,unchanged,91,"N++,C+"
YEL001C,58,4,0.976206,0.018315,unchanged,93,"N-,C++"
YEL002C,34,4,0.969231,0.013817,unchanged,28,"N+, C+"
YEL002C,34,4,0.970262,0.008271,decreased,31,"N+, C++"
YEL002C,34,4,0.993303,0.029094,unchanged,33,"N++,C++"
YEL002C,35,4,0.997348,0.222346,unchanged,91,"N++,C+"
YEL002C,58,4,0.982844,0.171899,unchanged,93,"N-,C++"
YEL003W,34,4,1.012359,0.151559,unchanged,28,"N+, C+"
YEL003W,34,4,0.980412,0.001813,unchanged,31,"N+, C++"
YEL003W,34,4,0.974921,0.002346,unchanged,33,"N++,C++"
YEL003W,35,4,0.971456,0.021525,unchanged,91,"N++,C+"
YEL003W,58,4,0.973437,0.04572,unchanged,93,"N-,C++"
YEL004W,34,4,0.981667,0.012157,unchanged,28,"N+, C+"
YEL004W,34,4,0.984633,0.003161,unchanged,31,"N+, C++"
YEL004W,34,4,0.984204,0.020525,unchanged,33,"N++,C++"
YEL004W,35,4,0.99541,0.070223,unchanged,91,"N++,C+"
YEL004W,58,4,0.983972,0.024364,unchanged,93,"N-,C++"
YEL005C,34,4,1.001532,0.074149,unchanged,28,"N+, C+"
YEL005C,34,4,1.004891,0.023447,unchanged,31,"N+, C++"
YEL005C,34,4,0.972932,0.010194,unchanged,33,"N++,C++"
YEL005C,35,4,1.026563,0.245791,unchanged,91,"N++,C+"
YEL005C,58,4,1.020469,0.2915,unchanged,93,"N-,C++"
YEL008W,34,4,1.027324,0.198689,unchanged,28,"N+, C+"
YEL008W,34,4,1.024563,0.248762,unchanged,31,"N+, C++"
YEL008W,34,4,0.98664,0.061925,unchanged,33,"N++,C++"
YEL008W,35,4,0.682597,0.00151,decreased,91,"N++,C+"
YEL008W,58,4,0.732113,0.001182,decreased,93,"N-,C++"
YEL009C,34,4,0.744896,0.000755,decreased,28,"N+, C+"
YEL009C,34,4,0.75242,0.000892,decreased,31,"N+, C++"
YEL009C,34,4,0.775499,0.001045,decreased,33,"N++,C++"
YEL009C,35,4,0.71466,0.00151,decreased,91,"N++,C+"
YEL009C,58,4,0.939164,0.011855,unchanged,93,"N-,C++"
YEL010W,34,4,0.99038,0.014531,unchanged,28,"N+, C+"
YEL010W,34,4,1.018585,0.183673,unchanged,31,"N+, C++"
YEL010W,34,4,1.030652,0.170162,unchanged,33,"N++,C++"
YEL010W,35,4,0.746851,0.00151,decreased,91,"N++,C+"
YEL010W,58,4,0.783084,0.001182,decreased,93,"N-,C++"
YEL011W,34,4,0.98953,0.012045,unchanged,28,"N+, C+"
YEL011W,34,4,1.00961,0.085146,unchanged,31,"N+, C++"
YEL011W,34,4,1.019617,0.26073,unchanged,33,"N++,C++"
YEL011W,35,4,1.01854,0.326208,unchanged,91,"N++,C+"
YEL011W,58,4,1.012115,0.223956,unchanged,93,"N-,C++"
YEL012W,34,4,0.984564,0.005325,unchanged,28,"N+, C+"
YEL012W,34,4,0.951979,0.001233,decreased,31,"N+, C++"
YEL012W,34,4,0.970392,0.004433,decreased,33,"N++,C++"
YEL012W,35,4,0.983884,0.038052,unchanged,91,"N++,C+"
YEL012W,58,4,0.984756,0.012053,unchanged,93,"N-,C++"
YEL015W,34,4,1.044792,0.060895,unchanged,28,"N+, C+"
YEL015W,34,4,1.01121,0.138325,unchanged,31,"N+, C++"
YEL015W,34,4,1.008167,0.186374,unchanged,33,"N++,C++"
YEL015W,35,4,1.036968,0.073411,unchanged,91,"N++,C+"
YEL015W,58,4,1.019267,0.200252,unchanged,93,"N-,C++"
YEL016C,34,4,0.997646,0.022382,unchanged,28,"N+, C+"
YEL016C,34,4,1.022254,0.209508,unchanged,31,"N+, C++"
YEL016C,34,4,0.97112,0.017613,unchanged,33,"N++,C++"
YEL016C,35,4,0.993068,0.021377,unchanged,91,"N++,C+"
YEL016C,58,4,0.962152,0.088238,unchanged,93,"N-,C++"
YEL017C-A,34,4,0.977337,0.003225,unchanged,28,"N+, C+"
YEL017C-A,34,4,0.990096,0.011571,unchanged,31,"N+, C++"
YEL017C-A,34,4,0.955474,0.002797,decreased,33,"N++,C++"
YEL017C-A,35,4,1.010698,0.281282,unchanged,91,"N++,C+"
YEL017C-A,58,4,1.011588,0.299196,unchanged,93,"N-,C++"
YEL017W,34,4,1.015722,0.254061,unchanged,28,"N+, C+"
YEL017W,34,4,1.019732,0.245384,unchanged,31,"N+, C++"
YEL017W,34,4,1.051169,0.076832,unchanged,33,"N++,C++"
YEL017W,35,4,1.009445,0.30495,unchanged,91,"N++,C+"
YEL017W,58,4,1.027941,0.097761,unchanged,93,"N-,C++"
YEL018W,34,4,1.008943,0.100706,unchanged,28,"N+, C+"
YEL018W,34,4,0.99714,0.023733,unchanged,31,"N+, C++"
YEL018W,34,4,0.89788,0.001045,decreased,33,"N++,C++"
YEL018W,35,4,0.969712,0.003596,decreased,91,"N++,C+"
YEL018W,58,4,1.062491,0.015248,unchanged,93,"N-,C++"
YEL019C,34,4,1.009912,0.189804,unchanged,28,"N+, C+"
YEL019C,34,4,0.985474,0.003557,unchanged,31,"N+, C++"
YEL019C,34,4,0.983083,0.018214,unchanged,33,"N++,C++"
YEL019C,35,4,0.997243,0.034962,unchanged,91,"N++,C+"
YEL019C,58,4,0.988554,0.02802,unchanged,93,"N-,C++"
YEL020C,34,4,0.966498,0.000977,decreased,28,"N+, C+"
YEL020C,34,4,0.977406,0.002315,unchanged,31,"N+, C++"
YEL020C,34,4,0.956722,0.001087,decreased,33,"N++,C++"
YEL020C,35,4,0.983362,0.004489,unchanged,91,"N++,C+"
YEL020C,58,4,1.018391,0.211177,unchanged,93,"N-,C++"
YEL020W-A,34,4,1.006629,0.127606,unchanged,28,"N+, C+"
YEL020W-A,34,4,0.989698,0.007285,unchanged,31,"N+, C++"
YEL020W-A,34,4,0.975437,0.004084,unchanged,33,"N++,C++"
YEL020W-A,35,4,0.986607,0.008642,unchanged,91,"N++,C+"
YEL020W-A,58,4,0.984001,0.010469,unchanged,93,"N-,C++"
YEL022W,34,2,0.7543,0.007688,decreased,28,"N+, C+"
YEL022W,34,2,0.7063,0.007915,decreased,31,"N+, C++"
YEL022W,34,2,0.749128,0.009156,decreased,33,"N++,C++"
YEL022W,35,2,0.839629,0.012551,unchanged,91,"N++,C+"
YEL022W,58,2,0.551301,0.010551,unchanged,93,"N-,C++"
YEL023C,34,4,0.997669,0.039732,unchanged,28,"N+, C+"
YEL023C,34,4,0.99216,0.010326,unchanged,31,"N+, C++"
YEL023C,34,4,0.948414,0.001132,decreased,33,"N++,C++"
YEL023C,35,4,1.049205,0.017431,unchanged,91,"N++,C+"
YEL023C,58,4,1.035681,0.173431,unchanged,93,"N-,C++"
YEL024W,34,4,0.882359,0.000755,decreased,28,"N+, C+"
YEL024W,34,4,0.898203,0.000892,decreased,31,"N+, C++"
YEL024W,34,4,0.912879,0.001186,decreased,33,"N++,C++"
YEL024W,35,4,0.893188,0.001641,decreased,91,"N++,C+"
YEL024W,58,4,0.892236,0.001182,decreased,93,"N-,C++"
YEL025C,34,4,0.938986,0.000767,decreased,28,"N+, C+"
YEL025C,34,4,0.955467,0.001257,decreased,31,"N+, C++"
YEL025C,34,4,0.98685,0.003462,unchanged,33,"N++,C++"
YEL025C,35,4,0.932137,0.00151,decreased,91,"N++,C+"
YEL025C,58,4,0.952141,0.001426,decreased,93,"N-,C++"
YEL026W,34,4,0.964643,0.00112,decreased,28,"N+, C+"
YEL026W,34,4,0.953556,9.00E-04,decreased,31,"N+, C++"
YEL026W,34,4,0.963999,0.014019,unchanged,33,"N++,C++"
YEL026W,35,4,1.00741,0.129852,unchanged,91,"N++,C+"
YEL026W,58,4,1.013105,0.258096,unchanged,93,"N-,C++"
YEL027W,34,4,1.009401,0.135271,unchanged,28,"N+, C+"
YEL027W,34,4,0.999067,0.066599,unchanged,31,"N+, C++"
YEL027W,34,4,0.999802,0.07575,unchanged,33,"N++,C++"
YEL027W,35,4,0.915359,0.00151,decreased,91,"N++,C+"
YEL027W,58,4,0.957737,0.001701,decreased,93,"N-,C++"
YEL028W,34,4,1.009615,0.144979,unchanged,28,"N+, C+"
YEL028W,34,4,1.020497,0.164594,unchanged,31,"N+, C++"
YEL028W,34,4,1.017429,0.172205,unchanged,33,"N++,C++"
YEL028W,35,4,1.072843,0.008778,unchanged,91,"N++,C+"
YEL028W,58,4,1.050022,0.103286,unchanged,93,"N-,C++"
YEL029C,34,4,0.998519,0.058512,unchanged,28,"N+, C+"
YEL029C,34,4,0.972859,0.003685,decreased,31,"N+, C++"
YEL029C,34,4,0.983369,0.005093,unchanged,33,"N++,C++"
YEL029C,35,4,0.994436,0.066582,unchanged,91,"N++,C+"
YEL029C,58,4,0.989268,0.070879,unchanged,93,"N-,C++"
YEL030W,34,4,0.951716,0.000785,decreased,28,"N+, C+"
YEL030W,34,4,0.971383,0.001863,decreased,31,"N+, C++"
YEL030W,34,4,0.990506,0.009156,unchanged,33,"N++,C++"
YEL030W,35,4,0.976824,0.004032,unchanged,91,"N++,C+"
YEL030W,58,4,0.963424,0.00254,decreased,93,"N-,C++"
YEL031W,34,4,0.722945,0.000755,decreased,28,"N+, C+"
YEL031W,34,4,0.753947,0.000892,decreased,31,"N+, C++"
YEL031W,34,4,0.73111,0.001045,decreased,33,"N++,C++"
YEL031W,35,4,0.828392,0.00151,decreased,91,"N++,C+"
YEL031W,58,4,0.57683,0.001182,decreased,93,"N-,C++"
YEL032W,34,3,0.987365,0.028397,unchanged,28,"N+, C+"
YEL032W,34,3,0.994971,0.012048,unchanged,31,"N+, C++"
YEL032W,34,3,0.99194,0.014004,unchanged,33,"N++,C++"
YEL032W,35,3,0.991278,0.125623,unchanged,91,"N++,C+"
YEL032W,58,3,0.994219,0.054168,unchanged,93,"N-,C++"
YEL035C,34,4,1.106597,0.000907,increased,28,"N+, C+"
YEL035C,34,4,1.100338,0.001993,increased,31,"N+, C++"
YEL035C,34,4,1.102606,0.001745,increased,33,"N++,C++"
YEL035C,35,4,1.13297,0.00151,increased,91,"N++,C+"
YEL035C,58,4,1.098464,0.001609,increased,93,"N-,C++"
YEL036C,34,4,1.093016,0.001878,increased,28,"N+, C+"
YEL036C,34,4,1.06282,0.01302,unchanged,31,"N+, C++"
YEL036C,34,4,1.106799,0.002984,increased,33,"N++,C++"
YEL036C,35,4,1.042075,0.106205,unchanged,91,"N++,C+"
YEL036C,58,4,1.042387,0.03644,unchanged,93,"N-,C++"
YEL037C,34,4,1.001886,0.125563,unchanged,28,"N+, C+"
YEL037C,34,4,1.003713,0.056556,unchanged,31,"N+, C++"
YEL037C,34,4,0.999269,0.058365,unchanged,33,"N++,C++"
YEL037C,35,4,0.975148,0.002492,unchanged,91,"N++,C+"
YEL037C,58,4,0.966619,0.003613,decreased,93,"N-,C++"
YEL040W,34,4,0.986645,0.008494,unchanged,28,"N+, C+"
YEL040W,34,4,0.968176,0.001594,decreased,31,"N+, C++"
YEL040W,34,4,0.951803,0.001426,decreased,33,"N++,C++"
YEL040W,35,4,0.992743,0.068559,unchanged,91,"N++,C+"
YEL040W,58,4,1.008312,0.129458,unchanged,93,"N-,C++"
YEL041W,34,4,1.024494,0.2411,unchanged,28,"N+, C+"
YEL041W,34,4,0.999832,0.050272,unchanged,31,"N+, C++"
YEL041W,34,4,1.004212,0.109172,unchanged,33,"N++,C++"
YEL041W,35,4,1.077197,0.011517,unchanged,91,"N++,C+"
YEL041W,58,4,1.082646,0.017605,unchanged,93,"N-,C++"
YEL042W,34,2,1.174066,0.007746,increased,28,"N+, C+"
YEL042W,34,2,1.151361,0.008986,increased,31,"N+, C++"
YEL042W,34,2,1.1638,0.010624,unchanged,33,"N++,C++"
YEL042W,35,2,1.147615,0.012878,unchanged,91,"N++,C+"
YEL042W,58,2,1.158473,0.010722,unchanged,93,"N-,C++"
YEL043W,34,4,0.86024,0.000755,decreased,28,"N+, C+"
YEL043W,34,4,0.833908,0.000892,decreased,31,"N+, C++"
YEL043W,34,4,0.807836,0.001045,decreased,33,"N++,C++"
YEL043W,35,4,0.873271,0.00151,decreased,91,"N++,C+"
YEL043W,58,4,0.902045,0.001182,decreased,93,"N-,C++"
YEL044W,34,4,1.03232,0.093801,unchanged,28,"N+, C+"
YEL044W,34,4,1.027402,0.225024,unchanged,31,"N+, C++"
YEL044W,34,4,1.042028,0.080712,unchanged,33,"N++,C++"
YEL044W,35,4,1.029543,0.155364,unchanged,91,"N++,C+"
YEL044W,58,4,1.039502,0.206276,unchanged,93,"N-,C++"
YEL045C,34,4,1.037165,0.146053,unchanged,28,"N+, C+"
YEL045C,34,4,1.05391,0.020905,unchanged,31,"N+, C++"
YEL045C,34,4,1.082369,0.003546,unchanged,33,"N++,C++"
YEL045C,35,4,1.041594,0.067667,unchanged,91,"N++,C+"
YEL045C,58,4,1.04735,0.080422,unchanged,93,"N-,C++"
YEL046C,34,4,0.98462,0.014347,unchanged,28,"N+, C+"
YEL046C,34,4,1.018972,0.200353,unchanged,31,"N+, C++"
YEL046C,34,4,1.017084,0.163732,unchanged,33,"N++,C++"
YEL046C,35,4,1.044023,0.133561,unchanged,91,"N++,C+"
YEL046C,58,4,1.083546,0.012457,unchanged,93,"N-,C++"
YEL047C,34,4,0.979043,0.003255,unchanged,28,"N+, C+"
YEL047C,34,4,0.98131,0.002162,unchanged,31,"N+, C++"
YEL047C,34,4,0.976633,0.004317,unchanged,33,"N++,C++"
YEL047C,35,4,0.970009,0.017631,unchanged,91,"N++,C+"
YEL047C,58,4,1.024706,0.239482,unchanged,93,"N-,C++"
YEL048C,34,4,1.023837,0.191765,unchanged,28,"N+, C+"
YEL048C,34,4,1.023232,0.230734,unchanged,31,"N+, C++"
YEL048C,34,4,1.013063,0.121763,unchanged,33,"N++,C++"
YEL048C,35,4,1.018998,0.28479,unchanged,91,"N++,C+"
YEL048C,58,4,1.014827,0.211448,unchanged,93,"N-,C++"
YEL049W,34,4,1.054562,0.025382,unchanged,28,"N+, C+"
YEL049W,34,4,1.093806,0.003202,unchanged,31,"N+, C++"
YEL049W,34,4,1.079349,0.014357,unchanged,33,"N++,C++"
YEL049W,35,4,1.056177,0.054843,unchanged,91,"N++,C+"
YEL049W,58,4,1.056251,0.018934,unchanged,93,"N-,C++"
YEL050C,34,4,0.964454,0.001253,decreased,28,"N+, C+"
YEL050C,34,4,0.971467,0.001358,decreased,31,"N+, C++"
YEL050C,34,4,0.974236,0.002061,unchanged,33,"N++,C++"
YEL050C,35,4,0.956021,0.002152,decreased,91,"N++,C+"
YEL050C,58,4,0.971827,0.00225,unchanged,93,"N-,C++"
YEL051W,34,4,0.992851,0.042579,unchanged,28,"N+, C+"
YEL051W,34,4,1.00852,0.069915,unchanged,31,"N+, C++"
YEL051W,34,4,1.007661,0.240152,unchanged,33,"N++,C++"
YEL051W,35,4,0.985008,0.010189,unchanged,91,"N++,C+"
YEL051W,58,4,0.992178,0.020052,unchanged,93,"N-,C++"
YEL052W,34,4,0.994603,0.055114,unchanged,28,"N+, C+"
YEL052W,34,4,0.997066,0.025284,unchanged,31,"N+, C++"
YEL052W,34,4,0.990771,0.040547,unchanged,33,"N++,C++"
YEL052W,35,4,1.015655,0.261595,unchanged,91,"N++,C+"
YEL052W,58,4,0.964112,0.006268,decreased,93,"N-,C++"
YEL054C,34,4,0.990046,0.025032,unchanged,28,"N+, C+"
YEL054C,34,4,1.013647,0.130006,unchanged,31,"N+, C++"
YEL054C,34,4,0.984216,0.00683,unchanged,33,"N++,C++"
YEL054C,35,4,1.009421,0.187638,unchanged,91,"N++,C+"
YEL054C,58,4,0.997439,0.069399,unchanged,93,"N-,C++"
YEL055C,34,2,0.791136,0.007688,decreased,28,"N+, C+"
YEL055C,34,2,0.845609,0.007915,decreased,31,"N+, C++"
YEL055C,34,2,0.856254,0.009156,decreased,33,"N++,C++"
YEL055C,35,2,0.732765,0.012372,unchanged,91,"N++,C+"
YEL055C,58,2,0.790915,0.010551,unchanged,93,"N-,C++"
YEL056W,34,4,0.869055,0.000755,decreased,28,"N+, C+"
YEL056W,34,4,0.900861,0.000892,decreased,31,"N+, C++"
YEL056W,34,4,0.898148,0.001045,decreased,33,"N++,C++"
YEL056W,35,4,0.629545,0.00151,decreased,91,"N++,C+"
YEL056W,58,4,0.649487,0.001182,decreased,93,"N-,C++"
YEL057C,34,4,0.981126,0.005636,unchanged,28,"N+, C+"
YEL057C,34,4,0.971083,0.001779,decreased,31,"N+, C++"
YEL057C,34,4,0.939814,0.001072,decreased,33,"N++,C++"
YEL057C,35,4,0.940168,0.001514,decreased,91,"N++,C+"
YEL057C,58,4,0.967054,0.002907,decreased,93,"N-,C++"
YEL058W,34,4,1.009977,0.185966,unchanged,28,"N+, C+"
YEL058W,34,4,1.017359,0.141504,unchanged,31,"N+, C++"
YEL058W,34,4,1.004846,0.115926,unchanged,33,"N++,C++"
YEL058W,35,4,0.982055,0.063553,unchanged,91,"N++,C+"
YEL058W,58,4,1.008386,0.227226,unchanged,93,"N-,C++"
YEL059C-A,34,4,1.009433,0.153079,unchanged,28,"N+, C+"
YEL059C-A,34,4,0.999768,0.04867,unchanged,31,"N+, C++"
YEL059C-A,34,4,1.009107,0.194008,unchanged,33,"N++,C++"
YEL059C-A,35,4,1.014525,0.284107,unchanged,91,"N++,C+"
YEL059C-A,58,4,1.052284,0.267449,unchanged,93,"N-,C++"
YEL060C,34,4,0.944978,0.000755,decreased,28,"N+, C+"
YEL060C,34,4,0.964886,0.001079,decreased,31,"N+, C++"
YEL060C,34,4,0.962612,0.001918,decreased,33,"N++,C++"
YEL060C,35,4,0.94177,0.00151,decreased,91,"N++,C+"
