"orf_name","colony_id","colony_size"
"YFL058W",204559,0.989103
"YHR112C",204560,1.027304
"YKL132C",204561,1.009726
"YAL033W",204562,1.074895
"YJR117W",204563,1.101168
"YDR319C",204565,1.025602
"YLR363W-A",204566,1.107512
"YPL216W",204567,1.024087
"YDL063C",204568,1.018354
"YKL124W",204569,1.079537
"YDR101C",204570,1.042234
"YDR254W",204571,1.013611
"YGR154C",204573,1.002688
"YLR099W-A",204574,0.980676
"YHR007C",204575,0.987999
"YKL135C",204577,0.99807
"YPR030W",204578,0.916438
"YJL044C",204579,0.957721
"YOR183W",204581,1.118814
"YNR040W",204582,1.056535
"YER074W",204583,1.055698
"YDR316W",204584,1.046499
"YDR001C",204586,0.99288
"YOR103C",204587,1.024878
"YNL181W",204589,1.035464
"YOR321W",204591,1.002149
"YOL032W",204592,0.86438
"YGL021W",204594,0.99215
"YML068W",204595,0.241399
"YHR158C",204596,0.935749
"YGR169C",204599,0.947436
"YLR201C",204600,0.892906
"YJL102W",204602,0.966288
"YBR093C",204603,1.012962
"YBR085W",204614,1.037668
"YEL008W",204615,1.09229
"YDR218C",204616,1.014409
"YGL170C",204617,0.995997
"YNL329C",204618,1.010597
"YLL033W",204619,1.017257
"YNL258C",204620,0.984695
"YBR192W",204621,0.921712
"YNR072W",204622,0.995705
"YEL026W",204623,0.953897
"YNL072W",204624,0.954831
"YDR505C",204626,0.482454
"YLL042C",204627,1.112914
"YHR111W",204628,1.031387
"YBR026C",204629,1.028495
"YPR057W",204630,0.971731
"YGR207C",204631,0.959455
"YCL064C",204632,0.954224
"YGR202C",204633,0.798577
"YPL158C",204634,0.985997
"YLL038C",204635,0.750323
"YNL059C",204636,0.960733
"YBR155W",204637,1.026817
"YGR215W",204639,1.021088
"YBR130C",204640,1.074443
"YGR156W",204641,1.020975
"YBR179C",204642,0.60953
"YLL030C",204643,1.065365
"YDR268W",204644,1.077728
"YBL058W",204645,1.003727
"YGL142C",204646,0.888607
"YGR230W",204647,1.043454
"YOL123W",204648,0.582609
"YBL076C",204650,0.850602
"YLL056C",204651,0.98109
"YLR072W",204652,0.914304
"YDR034W-B",204653,0.995484
"YJL106W",204654,0.888508
"YGR247W",204655,0.978856
"YPR120C",204656,0.592917
"YOR196C",204657,0.945957
"YLL062C",204659,0.984534
"YJL126W",204660,0.936743
"YDR016C",204661,0.951801
"YIL018W",204662,0.911396
"YDR402C",204664,0.967084
"YPL145C",204665,0.468242
"YPL141C",204666,0.821024
"YLL059C",204667,1.03791
"YHR122W",204678,1.018413
"YDR160W",204680,1.080202
"YOR268C",204681,1.015028
"YNL275W",204682,0.795301
"YLR450W",204683,0.911841
"YBR295W",204684,0.936011
"YDL032W",204685,0.999496
"YHR147C",204686,0.961443
"YBR127C",204687,0.958005
"YPL008W",204688,0.992602
"YJL223C",204689,1.021662
"YFL062W",204690,1.081108
"YNL038W",204691,1.013616
"YLR067C",204692,0.953853
"YER099C",204693,0.969817
"YHR152W",204694,1.029382
"YBL019W",204695,0.946907
"YLR039C",204696,0.981705
"YBR285W",204697,1.003395
"YHR192W",204698,0.926112
"YNL066W",204699,1.030441
"YNL118C",204700,1.008145
"YAL034C-B",204701,1.00675
"YHR189W",204702,1.020934
"YBL054W",204703,0.767185
"YLL005C",204704,0.991414
"YBR252W",204705,1.030232
"YCR083W",204706,1.075003
"YDL100C",204707,1.007081
"YOL084W",204708,1.003906
"YAL064C-A",204709,1.048232
"YHR188C",204710,1.019683
"YBR131W",204711,1.014956
"YML010W",204712,0.130408
"YER026C",204714,1.108952
"YGR047C",204716,0.921758
"YAR020C",204717,0.948589
"YMR110C",204718,1.001096
"YBL005W",204719,0.843634
"YER032W",204720,0.461767
"YOR343C",204721,1.032761
"YDR060W",204722,0.869052
"YDL237W",204723,0.988321
"YMR012W",204724,0.923443
"YAR053W",204725,0.955485
"YHR083W",204726,0.950184
"YGR066C",204727,0.821516
"YHR102W",204728,0.875499
"YOL037C",204729,1.021547
"YDR234W",204730,0.991528
"YPR016C",204731,1.030297
"YDR164C",204742,1.043618
"YMR114C",204743,1.082036
"YDL213C",204745,1.008545
"YBR282W",204746,1.012925
"YKL146W",204747,0.897959
"YJR062C",204748,0.9736
"YLR326W",204749,0.942303
"YER095W",204750,1.01455
"YMR091C",204751,0.95096
"YHR151C",204752,0.993639
"YDR070C",204753,1.002103
"YER038C",204754,0.99053
"YNL127W",204755,0.939647
"YMR052W",204756,0.961631
"YHR091C",204757,0.961058
"YJL082W",204758,1.062229
"YMR153W",204759,0.858534
"YKL094W",204760,0.994191
"YDR073W",204761,1.0694
"YLR323C",204762,1.005321
"YIL049W",204764,1.110486
"YKL080W",204765,1.057277
"YBR143C",204766,1.031649
"YMR065W",204767,1.032985
"YOL094C",204768,1.091839
"YDR140W",204769,1.047968
"YOL043C",204772,1.084163
"YGL087C",204773,0.863938
"YGR003W",204774,1.077971
"YMR032W",204775,0.484814
"YDR057W",204776,1.08736
"YDR482C",204777,1.00908
"YKL103C",204778,1.044445
"YLR304C",204779,0.927614
"YLR116W",204780,0.895841
"YPL204W",204781,0.8702
"YIL071C",204782,0.962953
"YMR061W",204783,0.980148
"YDL230W",204784,1.004552
"YFR012W",204785,1.031182
"YLR388W",204786,0.963049
"YKR009C",204787,0.846925
"YPL206C",204789,0.929487
"YDR055W",204790,0.954388
"YMR104C",204791,0.877707
"YEL004W",204792,0.977846
"YGR105W",204793,1.013503
"YGR027C",204794,1.024906
"YGR229C",204806,1.023644
"YLR407W",204807,1.062098
"YHR043C",204808,1.082009
"YOL097C",204809,0.952798
"YGL150C",204810,0.755615
"YJL025W",204811,0.934384
"YBR090C",204812,0.968395
"YOR026W",204813,0.860432
"YHR016C",204814,0.926046
"YLR313C",204815,0.875556
"YOL064C",204816,0.946942
"YOL069W",204817,1.024474
"YPR112C",204818,0.979411
"YJL058C",204819,0.950809
"YDR330W",204820,0.997078
"YDR434W",204821,1.049057
"YDR391C",204823,1.059426
"YOL086C",204824,0.999581
"YNR051C",204825,0.963253
"YDR443C",204826,1.024818
"YJL069C",204827,1.002713
"YGL250W",204828,1.053245
"YER188C-A",204829,1.089102
"YNL301C",204832,1.068931
"YNR039C",204833,0.94856
"YER164W",204834,0.667634
"YJL033W",204835,1.0068
"YDR539W",204836,1.055282
"YKL087C",204837,1.034061
"YJL136C",204838,1.091506
"YCR063W",204839,1.048117
"YOL105C",204840,0.975692
"YOL113W",204841,0.948763
"YGL047W",204842,1.013549
"YJL201W",204843,0.909355
"YHR048W",204844,0.937909
"YGR204C-A",204845,1.003984
"YJL001W",204846,1.009594
"YGL155W",204847,0.944238
"YOL119C",204848,1.01088
"YJR095W",204851,0.890751
"YLR325C",204852,1.011662
"YDL020C",204854,0.943176
"YLR212C",204855,1.000458
"YOL127W",204856,0.962458
"YOR280C",204858,0.986177
"YJR032W",204859,1.06357
"YOR262W",204870,0.994363
"YER057C",204871,1.003859
"YGR116W",204872,0.901714
"YNR036C",204873,0.968624
"YOL020W",204874,0.944643
"YGR078C",204875,0.972719
"YNL173C",204876,0.942633
"YHR138C",204877,0.980916
"YDL144C",204878,0.926642
"YER058W",204879,0.981621
"YHR080C",204880,0.958503
"YNL157W",204881,1.00439
"YLR289W",204882,0.892768
"YGR082W",204883,0.987318
"YBR018C",204884,1.101358
"YIR013C",204885,0.030293
"YKL098W",204886,1.100665
"YER063W",204887,1.018467
"YPR164W",204888,0.913463
"YOL024W",204889,1.024948
"YGL066W",204890,1.000823
"YGR133W",204891,1.051582
"YDR037W",204892,0.973027
"YIL027C",204893,1.016299
"YHR039C-A",204894,1.047346
"YER097W",204895,1.01329
"YGL206C",204896,0.959377
"YNL133C",204897,1.042922
"YDR529C",204898,1.12273
"YGR126W",204899,1.053463
"YIR015W",204901,1.025608
"YGL200C",204902,1.196353
"YER115C",204903,1.009237
"YOR326W",204904,0
"YOL114C",204905,0.94808
"YMR236W",204906,1.023837
"YGR114C",204907,0.99559
"YJR002W",204908,0.908019
"YIL062C",204909,1.040726
"YOR247W",204910,1.117575
"YER135C",204911,0.881612
"YKL010C",204912,0.93392
"YOL008W",204913,0.951779
"YJL170C",204914,1.032628
"YGR167W",204915,0.938051
"YIL006W",204916,0.813981
"YIL065C",204917,0.916384
"YAR027W",204918,0.958997
"YBL017C",204920,0.783901
"YNR061C",204921,0.988582
"YCR031C",204922,1.018671
"YGR205W",204923,1.024822
"YOL047C",204934,0.980658
"YKL021C",204936,1.010486
"YGR011W",204937,0.942792
"YNR060W",204938,0.826385
"YIL098C",204939,0.946822
"YNL042W-B",204940,0.914654
"YLR246W",204941,0.957637
"YJR072C",204942,0.998836
"YNL317W",204943,0.983306
"YLL063C",204944,0.995768
"YGR063C",204945,1.092308
"YPL183C",204946,0.984502
"YIL165C",204947,0.990875
"YHR214C-E",204948,1.047972
"YLR130C",204949,1.025912
"YLR104W",204950,1.047808
"YNR033W",204951,0.929078
"YNL148C",204952,1.039883
"YGR074W",204953,1.079455
"YJL173C",204955,1.079455
"YLR360W",204957,1.043925
"YGR012W",204958,0.896689
"YPR137W",204960,0.988647
"YGR176W",204961,1.079514
"YKR023W",204962,1.004273
"YJR097W",204963,1.00005
"YPL096C-A",204964,1.113701
"YLR142W",204965,0.955575
"YBR025C",204966,0.99491
"YOL042W",204967,0.968355
"YBR265W",204968,1.009327
"YGR182C",204969,1.030281
"YOR208W",204970,1.115978
"YJR104C",204971,0.956068
"YER087C-B",204972,1.068038
"YLR286C",204973,0.961335
"YNL042W",204974,0.442193
"YLR429W",204975,0.997343
"YOR031W",204976,1.056891
"YGR209C",204977,0.965032
"YNL018C",204978,0.978056
"YKL024C",204979,0.957628
"YKL137W",204980,0.888985
"YLR135W",204981,0.954247
"YLR312C",204982,0.985919
"YMR006C",204983,0.980405
"YOR031W",204984,0.993991
"YBR220C",204986,0.959848
"YKL031W",204987,1.021013
"YOL062C",204998,1.096735
"YGL172W",204999,0.967914
"YKL020C",205000,0.899909
"YEL024W",205001,0.84605
"YAL005C",205002,0.976374
"YDR091C",205003,0.902391
"YHR082C",205004,0.457542
"YGR252W",205005,0.957667
"YDL083C",205006,0.911943
"YEL074W",205009,1.016593
"YDL029W",205010,0.893827
"YDR085C",205011,0.946646
"YJL165C",205012,1.118572
"YHR018C",205013,0.985896
"YER068W",205015,0.80364
"YER048W-A",205017,1.065487
"YHR047C",205020,0.955871
"YHR005C",205021,0.969953
"YDR341C",205023,0.954677
"YNL233W",205024,0
"YER150W",205025,1.045267
"YGR152C",205026,1.058457
"YLR303W",205027,1.046587
"YFR030W",205028,0.949532
"YGR256W",205029,0.919341
"YNL263C",205030,0.974463
"YKL103C",205031,0.944865
"YOR109W",205032,1.021647
"YBL041W",205033,0.949111
"YOL120C",205034,0.862636
"YLR231C",205035,0.945589
"YFL050C",205036,0.799216
"YHL027W",205037,1.0281
"YGL078C",205038,0
"YJL153C",205039,0.974888
"YDL154W",205040,0.994306
"YFL017W-A",205041,0.946082
"YJL088W",205042,1.088366
"YLR378C",205043,0.931127
"YDR325W",205044,0.874578
"YHL016C",205045,0.935697
"YNL291C",205046,0.949286
"YOR007C",205047,0.943383
"YNL163C",205048,0.953909
"YFL014W",205049,0.957322
"YDR200C",205050,1.071262
"YLL011W",205051,0.940697
"YAR007C",205062,0.990875
"YCR028C",205063,0.955888
"YNL108C",205064,0.846969
"YPL096W",205065,0.925102
"YOL133W",205066,0.947744
"YBR092C",205067,0.958708
"YFR036W",205068,0.990175
"YFR032C",205069,0.985474
"YPL157W",205070,1.025414
"YMR255W",205071,1.107148
"YLR343W",205072,1.035555
"YPL050C",205073,0.981341
"YOR369C",205074,0.962212
"YHR086W",205075,0.495437
"YFR045W",205076,0.943401
"YDR494W",205077,0.924441
"YER147C",205078,1.008131
"YPR113W",205079,0.934236
"YNL196C",205080,1.058401
"YPR024W",205081,0.873166
"YBR164C",205082,1.05035
"YOL027C",205083,0.185828
"YFR049W",205084,1.012203
"YIL103W",205085,1.009524
"YHL040C",205086,1.036228
"YER020W",205087,1.023548
"YMR088C",205088,0.988575
"YPR134W",205089,0.995175
"YGR255C",205090,0.964692
"YGL225W",205091,0.979486
"YFR035C",205092,1.041546
"YDR248C",205093,0.990875
"YOR181W",205094,1.103827
"YMR064W",205095,0.977502
"YOR389W",205096,1.006413
"YDL091C",205097,0.888503
"YDR181C",205098,0.986601
"YPL138C",205099,0.954271
"YFR054C",205100,1.024641
"YGR093W",205101,0.978666
"YDR380W",205102,1.095835
"YNL012W",205103,1.03881
"YNR076W",205104,0.962582
"YER116C",205105,0.971446
"YLR033W",205106,1.006898
"YER103W",205107,0.959059
"YFR057W",205108,0.974387
"YKR041W",205109,0.756914
"YGL060W",205110,0.975201
"YMR126C",205111,0.948865
"YER093C-A",205112,0.917338
"YFL058W",205113,0.969006
"YOR236W",205114,1.027337
"YMR119W",205115,0.778009
"YMR137C",205126,1.021051
"YGR280C",205127,0.991398
"YLR203C",205128,0.940046
"YJR010C-A",205129,0.899986
"YFL003C",205130,0.940747
"YLR009W",205131,0.941226
"YBR001C",205132,0.904441
"YDL157C",205133,1.038636
"YOR350C",205134,1.065856
"YHL004W",205135,1.083166
"YER054C",205136,0.885463
"YDR152W",205137,0.960761
"YJR091C",205138,0.926551
"YLR010C",205139,0.993373
"YOR216C",205140,0.958906
"YBR258C",205141,0.990875
"YPR081C",205142,0.871609
"YHL042W",205143,0.990173
"YCR094W",205144,0.98466
"YDR106W",205145,1.077252
"YHR056C",205146,0.863303
"YLR011W",205147,1.034867
"YNL237W",205148,0.946829
"YJL128C",205150,0.568811
"YHL041W",205151,1.015537
"YNL280C",205152,1.059536
"YDR116C",205153,0.991552
"YBR059C",205154,0
"YEL011W",205156,0.99223
"YBR244W",205157,1.017929
"YDR471W",205158,1.034929
"YHR148W",205159,0.855939
"YML062C",205160,1.019596
"YDR130C",205161,0.90833
"YLR092W",205162,0.831812
"YLR021W",205163,1.026455
"YKR003W",205164,1.044214
"YDL177C",205165,1.024085
"YHL001W",205166,1.091998
"YPL253C",205168,0.799761
"YDR123C",205169,1.046451
"YGL180W",205170,0.938938
"YLR025W",205171,0.995621
"YIL068C",205172,0.942057
"YCR040W",205173,0.987166
"YDR472W",205174,1.025111
"YGL220W",205175,0.952017
"YAL012W",205176,0.951422
"YDR075W",205177,0.950251
"YOR371C",205178,0.93223
"YLR043C",205179,1.00341
"YGR096W",205191,1.007263
"YOL100W",205192,0.752647
"YDR518W",205195,0.969265
"YKL174C",205196,0.927912
"YGR109C",205199,0.163981
"YPL160W",205200,0.942081
"YOL067C",205201,1.001136
"YJL098W",205204,0.880368
"YOR333C",205205,1.018205
"YGR072W",205207,1.022573
"YER047C",205208,0.882061
"YOL077W-A",205209,1.01933
"YFR032C-A",205210,1.043249
"YEL040W",205211,0.983619
"YDR227W",205212,0.963636
"YOR387C",205213,0.992452
"YGR005C",205215,0.990243
"YBL063W",205216,0.550352
"YOL108C",205217,1.002889
"YGL029W",205218,1.042271
"YER005W",205219,0.92982
"YBR136W",205220,0.930739
"YPL002C",205221,1.047514
"YGR110W",205223,0.984503
"YGL233W",205224,0.924614
"YOL109W",205225,0.953109
"YGL183C",205226,0.968216
"YOL089C",205228,0.669186
"YPL192C",205229,1.029035
"YGR019W",205231,1.056714
"YDR103W",205232,0.630871
"YOL106W",205233,1.106444
"YIL066C",205234,1.027597
"YPL182C",205237,1.009593
"YGR002C",205239,0.944201
"YDL231C",205240,0.887041
"YOL135C",205241,0.986988
"YMR204C",205242,0.838618
"YPL255W",205243,0.501114
"YPL175W",205254,1.007872
"YMR226C",205255,0.963487
"YIL106W",205256,1.011031
"YKL096W",205258,0.982663
"YLL019C",205259,0.876597
"YMR159C",205260,0.947703
"YHR122W",205261,1.003328
"YPL122C",205262,1.078569
"YAR031W",205263,1.076277
"YGR101W",205264,0.995044
"YGR043C",205265,0.945835
"YLR084C",205267,0.847487
"YGL104C",205268,0.955599
"YHR147C",205269,0.957846
"YGR237C",205270,1.105046
"YAR071W",205271,0.973356
"YKL127W",205272,1.094765
"YHR007C",205274,0.891652
"YLR233C",205275,0.962743
"YJR133W",205276,1.010543
"YHR152W",205277,0.982736
"YDR188W",205278,1.024085
"YBL030C",205279,0.951429
"YHR002W",205280,0.950942
"YJL143W",205281,0.961483
"YER074W",205282,0.973253
"YPL029W",205283,0.939511
"YPL094C",205284,0.963967
"YHR189W",205285,0.990537
"YBR114W",205286,1.06146
"YBR123C",205287,0.943911
"YCL018W",205288,0.950045
"YIL070C",205289,0.945957
"YER110C",205291,0.447729
"YER037W",205292,0.871917
"YHR188C",205293,1.04817
"YGL258W",205295,1.033782
"YHR037W",205296,1.006921
"YJR007W",205297,0.933562
"YMR212C",205299,0.992542
"YBL013W",205300,0.952075
"YMR035W",205301,0.938283
"YPL045W",205302,0.999766
"YGL259W",205303,0.990875
"YCR102C",205304,0.933832
"YJL117W",205305,0.979551
"YHR040W",205306,0.948126
"YPL012W",205307,0.889344
"YDL210W",205318,0.945284
"YNR056C",205319,0.990875
"YOL144W",205320,0.937181
"YOR040W",205321,0.893906
"YDL014W",205322,0.913346
"YCR016W",205323,0.958543
"YMR099C",205324,0.945054
"YOR358W",205325,0.981977
"YDR049W",205326,0.952715
"YKR085C",205327,0.996625
"YOR003W",205328,0.973334
"YOR100C",205329,0.95446
"YHR175W-A",205330,0.985187
"YGR238C",205331,0.98579
"YDR061W",205332,0.935415
"YLR420W",205333,0.957211
"YGR147C",205335,0.962292
"YOR006C",205336,0.997889
"YOL137W",205337,0.994045
"YDR169C-A",205338,1.012759
"YFR046C",205339,0.969389
"YHR078W",205340,0.99513
"YOL164W-A",205341,0.91908
"YJL189W",205342,0.985928
"YHL048C-A",205343,0.975167
"YOR027W",205344,0.976194
"YOR066W",205345,0.878254
"YLL009C",205346,0.963338
"YDR503C",205347,0.966831
"YNL182C",205348,0.982338
"YHR007C-A",205349,0.92117
"YBR151W",205350,0.990875
"YML118W",205351,1.02972
"YOR114W",205352,0.973978
"YOR194C",205353,0.995356
"YOL019W-A",205354,0.955465
"YLR427W",205355,0.948519
"YLR267W",205356,0.892863
"YER092W",205357,0.995665
"YDR018C",205358,1.101587
"YDR079C-A",205359,1.006805
"YOR115C",205360,0.932441
"YOR138C",205361,0.955797
"YBR058C-A",205362,1.036185
"YIL067C",205363,0.96963
"YER158C",205364,0.881759
"YCR075C",205365,0.891598
"YOL001W",205366,0.907157
"YDL033C",205367,0.914991
"YBR240C",205368,0.946142
"YOR172W",205369,0.820644
"YJL139C",205370,1.00663
"YPL117C",205382,0.985654
"YER153C",205383,0.961399
"YPR189W",205384,0.968643
"YNL129W",205385,0.905554
"YAL039C",205386,0.990875
"YGR232W",205387,0.94947
"YML132W",205388,0.973095
"YHR105W",205389,0.922575
"YDL127W",205390,0.929226
"YER156C",205391,0.96876
"YOR153W",205392,0.907149
"YOL028C",205393,1.010678
"YAL025C",205394,0.836509
"YGR235C",205395,0.935358
"YJR001W",205396,0.956329
"YJL097W",205397,0.96417
"YHR104W",205398,0.960559
"YER170W",205399,0.946184
"YNL139C",205400,0.849225
"YOL009C",205401,0.997151
"YBR290W",205402,1.009149
"YGR239C",205403,0.982566
"YML057W",205404,0.845556
"YJL140W",205405,0.946881
"YLR007W",205406,0.9956
"YAR064W",205407,0.968555
"YGL173C",205408,0.809361
"YNR068C",205409,0.948264
"YLR344W",205410,0.952777
"YDL168W",205412,0.953426
"YIL118W",205413,1.006987
"YLR070C",205414,1.032969
"YBL047C",205416,0.943785
"YNL252C",205417,0.990875
"YLR079W",205418,0.841222
"YHR057C",205419,0.932083
"YOR137C",205420,0.969162
"YJL121C",205421,0.976661
"YDR354W",205422,1.026381
"YBL025W",205423,0.99898
"YJR141W",205424,1.054401
"YNL286W",205425,0.955203
"YML025C",205426,0.977788
"YHR059W",205427,1.035301
"YOR063W",205428,0.943168
"YIL020C",205429,0.992167
"YPR168W",205430,0.957232
"YBL028C",205431,1.028739
"YDL246C",205432,0.979769
"YNR064C",205433,1.08749
"YOL103W",205434,0.910994
"YHR071W",205435,1.018396
"YMR008C",205447,0.977862
"YOR189W",205448,0.997274
"YBR301W",205449,0.906926
"YNL035C",205450,0.826872
"YGL230C",205451,0.826847
"YML015C",205453,1.001038
"YNL097C",205455,0.99024
"YDR225W",205456,0.93352
"YGR290W",205457,0.831343
"YNL011C",205458,0.98835
"YGR039W",205459,0.99278
"YGL261C",205460,0.93569
"YML021C",205461,1.011849
"YBR162C",205462,0.988744
"YJL052W",205463,0.957846
"YDR225W",205464,0.957338
"YGR293C",205465,0.986429
"YGR243W",205467,0.991873
"YNL211C",205468,0.990689
"YML018C",205469,0.967215
"YCL069W",205470,0.960859
"YBR297W",205471,0.911718
"YAL068C",205473,0.939851
"YHR011W",205474,0.906859
"YGR262C",205475,0.96242
"YIL014C-A",205476,0.957173
"YLR453C",205477,0.925326
"YBL107C",205478,0.630008
"YKL178C",205479,1.071594
"YBL103C",205480,0.390109
"YHL045W",205481,1.027598
"YIL061C",205482,0.974019
"YHR072W-A",205483,0.945979
"YLR342W-A",205484,0.972803
"YLR380W",205485,0.854224
"YMR326C",205487,0.983349
"YLR029C",205488,0.973082
"YBL100C",205489,0.946536
"YKL007W",205490,0.940961
"YHR143W-A",205491,0.942585
"YPL038W-A",205492,0.999841
"YLR387C",205493,0.983985
"YHR181W",205494,0.944731
"YHR026W",205495,1.020701
"YBR009C",205497,1.137928
"YBL102W",205499,1.083989
"YGL257C",205510,0.965026
"YGL065C",205511,0.999629
"YIR033W",205512,0.886087
"YFL015C",205513,0.927951
"YML007W",205514,0.897363
"YKR097W",205515,0.838252
"YML034W",205516,0.943318
"YER165W",205517,0.891129
"YLR141W",205518,0.880031
"YOR362C",205519,0.983941
"YBR073W",205520,0.730296
"YFL032W",205521,1.096717
"YJL002C",205522,0.962963
"YLL018C",205523,0.936988
"YJL084C",205524,0.991538
"YGL003C",205525,0.161507
"YDL006W",205527,1.085957
"YLR410W",205528,0.939038
"YFL038C",205529,1.009984
"YOR332W",205530,0.970599
"YLR253W",205531,0.672295
"YNL325C",205532,0.931728
"YFL026W",205533,0.947764
"YJL138C",205534,0.951665
"YNL053W",205535,0.951427
"YDR069C",205536,0.986566
"YFL046W",205537,0.926947
"YGR276C",205538,0.956775
"YLR081W",205539,0.990214
"YJR132W",205540,0.931462
"YFR004W",205541,0.990875
"YJR046W",205542,0.85198
"YNR006W",205543,0.900017
"YLR096W",205544,0.701843
"YFL051C",205545,1.008581
"YPL193W",205546,0.988935
"YLR077W",205547,0.922829
"YJL056C",205548,0.911193
"YGL004C",205549,1.018723
"YLL004W",205550,0.987337
"YNL287W",205552,0.908406
"YFR017C",205553,0.985721
"YPL193W",205554,0.943614
"YLR276C",205555,0.931759
"YHR154W",205556,0.938919
"YEL002C",205558,1.021627
"YDR395W",205560,0.506543
"YPL013C",205562,1.11311
"YLR273C",205563,1.054682
"YOR122C",205575,0.951528
"YML096W",205576,0.924266
"YER177W",205577,0.945036
"YLR051C",205578,0.888413
"YLR117C",205579,0.889585
"YGL037C",205580,0.880501
"YDL214C",205581,0.888993
"YFR048W",205582,0.934052
"YJR144W",205583,0.925229
"YLR023C",205584,0.923974
"YGR175C",205585,0.950008
"YEL012W",205586,0.950687
"YLR099C",205587,0.980815
"YGL034C",205588,1.003115
"YKL197C",205589,0.971384
"YNL001W",205591,1.011948
"YPR011C",205592,0.919125
"YGL228W",205593,0.944192
"YML069W",205594,0.976357
"YBL011W",205595,0.926144
"YGL054C",205596,0.966678
"YER015W",205597,0.910918
"YER023W",205598,1.009478
"YIR032C",205599,1.006233
"YGR015C",205600,0.913029
"YFL053W",205601,0.940383
"YPL274W",205602,1.050194
"YNL147W",205603,1.033823
"YGL061C",205604,0.731992
"YLR272C",205605,0.942224
"YDL143W",205606,0.963851
"YGR168C",205607,1.010127
"YFL049W",205609,0.882143
"YNL331C",205610,0.967999
"YJR074W",205611,0.961425
"YGL079W",205612,0.993283
"YLR228C",205613,0.592071
"YDR147W",205614,1.025653
"YPR127W",205615,0.991221
"YCL044C",205616,0.864469
"YAR008W",205617,0.927159
"YNL024C-A",205618,0.724451
"YER055C",205619,0.951573
"YGL080W",205620,0.975227
"YDR320C",205621,0.988801
"YMR241W",205622,0.999573
"YOR174W",205623,1.02859
"YJR149W",205624,1.013261
"YAR003W",205625,1.02906
"YKL056C",205626,1.085429
"YOR370C",205627,0.673986
"YNL164C",205638,0.951687
"YKL192C",205639,0.966517
"YDR463W",205640,0.895705
"YDR068W",205641,0.876944
"YBR225W",205642,0.970636
"YLR066W",205643,1.004404
"YIL095W",205644,1.06376
"YDR032C",205645,0.958402
"YCL016C",205646,1.06118
"YKL196C",205647,0.990944
"YIR001C",205648,0.929093
"YDR175C",205649,0.961343
"YLR373C",205650,0.95337
"YLR068W",205651,0.971474
"YLR006C",205652,1.093697
"YDR042C",205653,1.04054
"YFL047W",205654,0.902899
"YKL206C",205655,1.049305
"YDR204W",205656,0.995511
"YDR151C",205657,0.555732
"YPR049C",205658,0.989143
"YLR065C",205659,0.988256
"YJR126C",205660,1.088331
"YDR041W",205661,1.034552
"YGL022W",205662,1.031468
"YKL208W",205663,1.018567
"YFR033C",205664,0.994143
"YDR058C",205665,1.051816
"YEL025C",205666,0.895448
"YLR074C",205667,1.035093
"YDR104C",205668,0.990012
"YDR056C",205669,1.021277
"YJL138C",205670,1.110002
"YKR074W",205671,1.053473
"YOR306C",205672,1.038432
"YDR126W",205673,1.07437
"YKR096W",205674,0.504358
"YLR154C",205675,0.994321
"YIL140W",205676,0.989256
"YDR013W",205677,1.045942
"YKL163W",205678,1.060469
"YKR083C",205679,1.091763
"YNL168C",205680,1.005347
"YDR077W",205681,0.943303
"YLR189C",205682,0.986223
"YLR136C",205683,0.708692
"YNL256W",205684,0.947133
"YDL169C",205685,0.988373
"YOR274W",205686,1.060105
"YFL041W-A",205688,1.077904
"YDR214W",205689,1.06051
"YER017C",205690,0.985147
"YLR251W",205691,1.05626
"YGR103W",205703,0.939304
"YGR056W",205704,1.025496
"YOL129W",205705,0.979323
"YMR208W",205706,0.9898
"YIL150C",205708,0.752664
"YNL028W",205709,0.968382
"YGR193C",205711,1.088814
"YKR102W",205712,1.108817
"YOL131W",205713,1.006394
"YMR294W",205714,1.055676
"YPR008W",205715,0.213053
"YCR036W",205716,1.038119
"YNL074C",205717,1.013835
"YGR162W",205719,0.534585
"YIL002C",205720,0.917768
"YOL161C",205721,0.987258
"YMR278W",205722,1.022524
"YPR060C",205723,0.991491
"YCL037C",205724,0.959857
"YNL067W",205725,1.094271
"YJL048C",205727,1.066291
"YLL003W",205728,0.01868
"YOL163W",205729,1.054396
"YNL151C",205730,0.929516
"YPR072W",205731,0.966652
"YOR189W",205732,1.100836
"YNL079C",205733,1.069887
"YBR218C",205736,0.9997
"YOL154W",205737,0.990875
"YNL138W",205738,0.979939
"YPR101W",205739,0.985649
"YML041C",205740,0.981711
"YNL300W",205741,1.080031
"YOL090W",205744,0.99059
"YOL150C",205745,1.046633
"YOL116W",205746,0.541306
"YPR114W",205747,0.999865
"YLR134W",205748,0.929623
"YOL082W",205749,0.940138
"YJL036W",205751,1.05625
"YMR287C",205752,1.029078
"YPL220W",205754,1.130406
"YPL190C",205766,1.053116
"YGR241C",205767,0.84486
"YMR201C",205768,1.027458
"YJL115W",205769,0.936805
"YLR154W-B",205770,0.129403
"YOL021C",205771,1.09093
"YPL156C",205772,1.027447
"YBR167C",205773,1.073658
"YER065C",205774,1.077779
"YGR214W",205776,0.993622
"YBL039W-B",205778,0.990875
"YBR172C",205779,0.793484
"YHR143W",205780,1.01969
"YDL132W",205782,1.069102
"YOL066C",205784,0.970737
"YIR011C",205785,1.024677
"YBL039W-B",205786,0.936293
